"customer_id","order_count","aov","customer_segment"
56,"5","1592.60","Loyal_budget_users"
151,"3","768.52","Loyal_budget_users"
209,"3","1958.15","Loyal_budget_users"
74,"2","2594.23","Big_spenders"
138,"2","3423.86","Big_spenders"
34,"5","3015.90","VIP_users"
418,"2","2098.52","At_risk"
205,"6","2067.06","Loyal_budget_users"
67,"2","3154.70","Big_spenders"
407,"1","3453.39","Big_spenders"
90,"2","4050.93","Big_spenders"
325,"4","2217.17","Loyal_budget_users"
443,"5","2568.16","VIP_users"
387,"3","2564.94","VIP_users"
484,"2","1035.57","At_risk"
334,"5","2987.12","VIP_users"
144,"8","1465.08","Loyal_budget_users"
39,"6","2555.17","VIP_users"
168,"4","2115.20","Loyal_budget_users"
471,"3","2183.78","Loyal_budget_users"
393,"2","3186.65","Big_spenders"
287,"2","3704.03","Big_spenders"
464,"6","2320.22","Loyal_budget_users"
312,"3","3258.99","VIP_users"
167,"5","2206.51","Loyal_budget_users"
498,"2","3918.18","Big_spenders"
277,"1","912.36","At_risk"
290,"5","3226.51","VIP_users"
469,"1","4233.23","Big_spenders"
494,"3","1405.94","Loyal_budget_users"
118,"5","2928.85","VIP_users"
300,"3","2680.33","VIP_users"
284,"2","428.10","At_risk"
317,"3","3597.42","VIP_users"
342,"2","1813.11","At_risk"
488,"8","2564.45","VIP_users"
126,"4","3213.19","VIP_users"
194,"4","1981.65","Loyal_budget_users"
360,"4","2080.91","Loyal_budget_users"
463,"4","3337.84","VIP_users"
476,"5","2383.38","Loyal_budget_users"
99,"1","4324.81","Big_spenders"
367,"3","3735.77","VIP_users"
374,"3","2283.18","Loyal_budget_users"
41,"3","2762.88","VIP_users"
206,"3","2823.53","VIP_users"
439,"1","4862.83","Big_spenders"
46,"2","4217.85","Big_spenders"
224,"1","26.33","At_risk"
32,"1","1799.28","At_risk"
336,"3","2127.16","Loyal_budget_users"
318,"1","4627.65","Big_spenders"
275,"6","2753.74","VIP_users"
247,"7","1133.60","Loyal_budget_users"
260,"2","4603.41","Big_spenders"
423,"2","1961.91","At_risk"
136,"1","4084.63","Big_spenders"
442,"4","1842.74","Loyal_budget_users"
354,"2","794.91","At_risk"
139,"2","1817.07","At_risk"
12,"4","2079.64","Loyal_budget_users"
479,"3","538.45","Loyal_budget_users"
293,"1","786.58","At_risk"
411,"5","2562.90","VIP_users"
425,"6","1999.22","Loyal_budget_users"
495,"6","2180.22","Loyal_budget_users"
154,"1","118.83","At_risk"
234,"5","2680.61","VIP_users"
316,"5","2752.84","VIP_users"
474,"3","2370.98","Loyal_budget_users"
403,"5","2988.18","VIP_users"
256,"3","1791.79","Loyal_budget_users"
332,"3","1026.51","Loyal_budget_users"
33,"3","2809.34","VIP_users"
422,"6","3149.53","VIP_users"
264,"4","3306.00","VIP_users"
185,"7","2923.25","VIP_users"
215,"7","2261.80","Loyal_budget_users"
130,"2","2531.55","Big_spenders"
23,"5","2800.44","VIP_users"
270,"2","2292.50","At_risk"
435,"1","1511.51","At_risk"
486,"3","2492.76","VIP_users"
384,"2","423.79","At_risk"
351,"4","1914.91","Loyal_budget_users"
116,"2","2409.06","At_risk"
314,"2","4243.70","Big_spenders"
386,"3","2667.65","VIP_users"
431,"3","1702.07","Loyal_budget_users"
426,"5","1601.17","Loyal_budget_users"
433,"2","2480.73","Big_spenders"
364,"5","3642.80","VIP_users"
491,"3","2020.69","Loyal_budget_users"
462,"2","2561.98","Big_spenders"
169,"2","3221.02","Big_spenders"
299,"3","3766.27","VIP_users"
92,"6","1394.64","Loyal_budget_users"
345,"4","2222.96","Loyal_budget_users"
436,"6","2793.45","VIP_users"
180,"5","2138.27","Loyal_budget_users"
437,"2","3746.44","Big_spenders"
236,"3","3417.52","VIP_users"
263,"6","2722.66","VIP_users"
197,"2","622.01","At_risk"
135,"5","3050.88","VIP_users"
493,"5","2147.49","Loyal_budget_users"
454,"2","436.38","At_risk"
470,"5","2300.56","Loyal_budget_users"
482,"5","1528.47","Loyal_budget_users"
227,"5","2648.31","VIP_users"
500,"1","4138.04","Big_spenders"
149,"1","760.69","At_risk"
478,"3","2767.76","VIP_users"
311,"2","1959.15","At_risk"
73,"4","2433.62","VIP_users"
103,"2","2557.52","Big_spenders"
280,"2","3543.19","Big_spenders"
239,"3","3572.11","VIP_users"
121,"5","3281.24","VIP_users"
88,"6","2274.67","Loyal_budget_users"
420,"3","2404.58","Loyal_budget_users"
188,"4","2710.93","VIP_users"
461,"1","1799.56","At_risk"
240,"4","2504.25","VIP_users"
328,"2","2165.43","At_risk"
196,"3","3593.03","VIP_users"
291,"1","1785.91","At_risk"
15,"3","916.62","Loyal_budget_users"
210,"2","2803.80","Big_spenders"
226,"5","1055.31","Loyal_budget_users"
48,"3","2364.74","Loyal_budget_users"
447,"2","2150.75","At_risk"
298,"4","2420.43","Loyal_budget_users"
61,"5","3313.72","VIP_users"
81,"5","2358.09","Loyal_budget_users"
244,"3","1704.63","Loyal_budget_users"
468,"1","1213.54","At_risk"
251,"4","2064.61","Loyal_budget_users"
204,"4","2099.11","Loyal_budget_users"
5,"5","2666.66","VIP_users"
104,"6","1215.16","Loyal_budget_users"
171,"2","2558.21","Big_spenders"
456,"4","1558.35","Loyal_budget_users"
397,"4","3259.03","VIP_users"
427,"2","2376.72","At_risk"
283,"4","2233.60","Loyal_budget_users"
347,"3","487.23","Loyal_budget_users"
179,"4","2839.81","VIP_users"
297,"2","3465.14","Big_spenders"
321,"1","438.12","At_risk"
361,"1","580.75","At_risk"
303,"6","3185.79","VIP_users"
105,"2","1977.03","At_risk"
402,"2","105.32","At_risk"
472,"2","3696.70","Big_spenders"
444,"2","2828.50","Big_spenders"
233,"3","3880.97","VIP_users"
445,"3","4248.67","VIP_users"
89,"5","1687.80","Loyal_budget_users"
93,"6","2181.74","Loyal_budget_users"
373,"5","2475.35","VIP_users"
252,"4","3669.74","VIP_users"
343,"1","3502.52","Big_spenders"
31,"1","769.98","At_risk"
467,"1","29.64","At_risk"
327,"1","3674.41","Big_spenders"
253,"2","2083.05","At_risk"
14,"2","1780.87","At_risk"
109,"4","2178.67","Loyal_budget_users"
497,"6","3425.64","VIP_users"
155,"3","2885.20","VIP_users"
133,"1","3043.88","Big_spenders"
416,"2","2473.96","Big_spenders"
195,"1","208.00","At_risk"
199,"3","4159.22","VIP_users"
372,"2","1869.35","At_risk"
369,"1","4363.36","Big_spenders"
441,"4","1902.31","Loyal_budget_users"
339,"1","1104.45","At_risk"
243,"5","1422.74","Loyal_budget_users"
335,"5","1747.01","Loyal_budget_users"
383,"1","1397.13","At_risk"
230,"3","1976.33","Loyal_budget_users"
7,"4","1541.11","Loyal_budget_users"
301,"3","3254.03","VIP_users"
254,"6","1567.47","Loyal_budget_users"
377,"8","3065.03","VIP_users"
78,"2","3382.40","Big_spenders"
159,"1","4798.07","Big_spenders"
432,"3","2985.60","VIP_users"
250,"3","2514.85","VIP_users"
20,"1","2516.72","Big_spenders"
319,"5","3415.83","VIP_users"
1,"1","2816.20","Big_spenders"
76,"4","2347.48","Loyal_budget_users"
106,"4","2312.99","Loyal_budget_users"
178,"6","2082.00","Loyal_budget_users"
129,"6","1544.68","Loyal_budget_users"
203,"3","976.18","Loyal_budget_users"
8,"4","2687.20","VIP_users"
455,"3","3694.25","VIP_users"
346,"2","1517.88","At_risk"
370,"1","1006.67","At_risk"
71,"2","2259.92","At_risk"
267,"5","2993.23","VIP_users"
448,"5","3197.48","VIP_users"
80,"2","3065.32","Big_spenders"
146,"4","1998.85","Loyal_budget_users"
396,"4","2409.53","Loyal_budget_users"
162,"1","4890.49","Big_spenders"
132,"5","2356.39","Loyal_budget_users"
322,"5","2427.93","Loyal_budget_users"
389,"2","1991.55","At_risk"
237,"3","2541.56","VIP_users"
262,"2","3043.75","Big_spenders"
451,"4","2438.13","VIP_users"
323,"2","1684.67","At_risk"
337,"2","2932.17","Big_spenders"
348,"4","1433.85","Loyal_budget_users"
114,"4","3279.13","VIP_users"
60,"2","2985.46","Big_spenders"
238,"1","3765.74","Big_spenders"
399,"7","2376.68","Loyal_budget_users"
112,"2","1110.06","At_risk"
289,"5","1321.01","Loyal_budget_users"
65,"2","4149.74","Big_spenders"
124,"5","1889.78","Loyal_budget_users"
452,"3","3342.93","VIP_users"
98,"6","2664.05","VIP_users"
490,"3","3300.41","VIP_users"
235,"5","2898.23","VIP_users"
82,"1","1227.95","At_risk"
119,"3","1509.46","Loyal_budget_users"
306,"1","4514.48","Big_spenders"
286,"5","2343.45","Loyal_budget_users"
376,"1","2389.43","At_risk"
480,"1","503.54","At_risk"
338,"1","4368.30","Big_spenders"
202,"2","3068.62","Big_spenders"
358,"7","1958.00","Loyal_budget_users"
412,"3","2746.01","VIP_users"
79,"3","2075.64","Loyal_budget_users"
26,"4","1568.28","Loyal_budget_users"
72,"5","3372.42","VIP_users"
77,"1","2663.30","Big_spenders"
232,"4","3494.05","VIP_users"
131,"1","1825.43","At_risk"
17,"3","2484.88","VIP_users"
28,"2","4160.06","Big_spenders"
37,"1","3522.26","Big_spenders"
310,"3","2558.48","VIP_users"
212,"4","2348.79","Loyal_budget_users"
404,"4","2010.80","Loyal_budget_users"
353,"1","1537.20","At_risk"
489,"3","2327.45","Loyal_budget_users"
225,"3","1960.53","Loyal_budget_users"
83,"3","2265.37","Loyal_budget_users"
63,"2","2800.41","Big_spenders"
333,"6","3151.46","VIP_users"
45,"1","2658.35","Big_spenders"
216,"4","1060.15","Loyal_budget_users"
395,"3","3647.24","VIP_users"
174,"4","2263.67","Loyal_budget_users"
295,"4","2862.51","VIP_users"
213,"2","1518.42","At_risk"
134,"5","2109.50","Loyal_budget_users"
274,"3","3676.35","VIP_users"
163,"2","1436.13","At_risk"
223,"5","2284.58","Loyal_budget_users"
352,"3","2335.53","Loyal_budget_users"
36,"1","4181.06","Big_spenders"
362,"6","2467.45","VIP_users"
221,"2","1471.58","At_risk"
102,"2","2891.63","Big_spenders"
430,"5","1581.95","Loyal_budget_users"
158,"3","2148.99","Loyal_budget_users"
460,"5","3199.81","VIP_users"
499,"4","1715.33","Loyal_budget_users"
265,"1","3512.98","Big_spenders"
111,"2","2758.50","Big_spenders"
459,"4","3211.90","VIP_users"
16,"2","2877.80","Big_spenders"
207,"2","995.17","At_risk"
62,"1","178.75","At_risk"
123,"2","2430.28","At_risk"
326,"3","1436.32","Loyal_budget_users"
385,"6","2289.03","Loyal_budget_users"
371,"2","2145.53","At_risk"
492,"3","1740.58","Loyal_budget_users"
365,"5","2783.30","VIP_users"
157,"5","2817.35","VIP_users"
413,"6","2304.34","Loyal_budget_users"
308,"3","3032.21","VIP_users"
100,"6","2268.90","Loyal_budget_users"
183,"2","2309.91","At_risk"
313,"2","3661.22","Big_spenders"
150,"4","869.62","Loyal_budget_users"
140,"5","1841.11","Loyal_budget_users"
248,"1","3796.34","Big_spenders"
421,"3","2498.25","VIP_users"
137,"5","2791.27","VIP_users"
208,"5","3795.72","VIP_users"
24,"2","3110.04","Big_spenders"
392,"2","1845.82","At_risk"
191,"1","4087.63","Big_spenders"
429,"1","568.58","At_risk"
25,"4","2058.02","Loyal_budget_users"
122,"5","2430.46","Loyal_budget_users"
94,"2","398.98","At_risk"
218,"2","2727.58","Big_spenders"
434,"2","3109.10","Big_spenders"
49,"3","1308.62","Loyal_budget_users"
211,"3","846.28","Loyal_budget_users"
465,"3","3998.15","VIP_users"
449,"3","2495.20","VIP_users"
64,"1","3802.54","Big_spenders"
55,"1","1669.47","At_risk"
148,"3","3698.71","VIP_users"
